Location,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,3531,01-06-11,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,34
1,3532,01-06-11,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,17
1,3533,01-06-11,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,3
1,3534,01-06-11,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,6
1,3535,01-06-11,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,4
1,3536,01-06-11,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,21
1,3537,01-06-11,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,128
1,3538,01-06-11,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,284
1,3539,01-06-11,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,454
1,3540,01-06-11,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,207
1,3541,01-06-11,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,115
1,3542,01-06-11,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,112
1,3543,01-06-11,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0,169
1,3544,01-06-11,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,154
1,3545,01-06-11,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,145
1,3546,01-06-11,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,152
1,3547,01-06-11,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,266
1,3548,01-06-11,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,486
1,3549,01-06-11,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,309
1,3550,01-06-11,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,264
1,3551,01-06-11,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,256
1,3552,01-06-11,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,190
1,3553,01-06-11,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,129
1,3554,01-06-11,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,69
1,3555,02-06-11,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,42
1,3556,02-06-11,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,15
1,3557,02-06-11,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0,6
1,3558,02-06-11,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,4
1,3559,02-06-11,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,3
1,3560,02-06-11,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,31
1,3561,02-06-11,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,113
1,3562,02-06-11,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,304
1,3563,02-06-11,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,467
1,3564,02-06-11,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,225
1,3565,02-06-11,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,139
1,3566,02-06-11,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,165
1,3567,02-06-11,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,232
1,3568,02-06-11,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,203
1,3569,02-06-11,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,185
1,3570,02-06-11,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,188
1,3571,02-06-11,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,318
1,3572,02-06-11,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,572
1,3573,02-06-11,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,525
1,3574,02-06-11,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,379
1,3575,02-06-11,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,337
1,3576,02-06-11,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,248
1,3577,02-06-11,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,155
1,3578,02-06-11,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,112
1,3579,03-06-11,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,68
1,3580,03-06-11,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,22
1,3581,03-06-11,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,12
1,3582,03-06-11,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,5
1,3583,03-06-11,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,6
1,3584,03-06-11,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,28
1,3585,03-06-11,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,106
1,3586,03-06-11,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,277
1,3587,03-06-11,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,502
1,3588,03-06-11,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,230
1,3589,03-06-11,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,161
1,3590,03-06-11,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,192
1,3591,03-06-11,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,259
1,3592,03-06-11,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,248
1,3593,03-06-11,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,240
1,3594,03-06-11,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,212
1,3595,03-06-11,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,349
1,3596,03-06-11,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,558
1,3597,03-06-11,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,564
1,3598,03-06-11,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,391
1,3599,03-06-11,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,293
1,3600,03-06-11,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,247
1,3601,03-06-11,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0,171
1,3602,03-06-11,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,171
1,3603,04-06-11,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0,93
1,3604,04-06-11,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,94
1,3605,04-06-11,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,59
1,3606,04-06-11,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,18
1,3607,04-06-11,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,15
1,3608,04-06-11,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0,8
1,3609,04-06-11,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0,28
1,3610,04-06-11,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0,87
1,3611,04-06-11,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,125
1,3612,04-06-11,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,224
1,3613,04-06-11,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,317
1,3614,04-06-11,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,369
1,3615,04-06-11,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,420
1,3616,04-06-11,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,456
1,3617,04-06-11,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,451
1,3618,04-06-11,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,404
1,3619,04-06-11,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,440
1,3620,04-06-11,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,344
1,3621,04-06-11,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,341
1,3622,04-06-11,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,285
1,3623,04-06-11,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,239
1,3624,04-06-11,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,185
1,3625,04-06-11,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,190
1,3626,04-06-11,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0,150
1,3627,05-06-11,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,113
1,3628,05-06-11,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,96
1,3629,05-06-11,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,64
1,3630,05-06-11,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,47
1,3631,05-06-11,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,12
1,3632,05-06-11,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,6
1,3633,05-06-11,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,21
1,3634,05-06-11,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,27
1,3635,05-06-11,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,98
1,3636,05-06-11,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,164
1,3637,05-06-11,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,251
1,3638,05-06-11,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,335
1,3639,05-06-11,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,335
1,3640,05-06-11,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,367
1,3641,05-06-11,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,385
1,3642,05-06-11,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0,417
1,3643,05-06-11,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,398
1,3644,05-06-11,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0,390
1,3645,05-06-11,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,363
1,3646,05-06-11,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,357
1,3647,05-06-11,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,279
1,3648,05-06-11,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,165
1,3649,05-06-11,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,130
1,3650,05-06-11,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,86
1,3651,06-06-11,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,29
1,3652,06-06-11,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,14
1,3653,06-06-11,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,8
1,3654,06-06-11,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0,5
1,3655,06-06-11,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,8
1,3656,06-06-11,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,31
1,3657,06-06-11,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0,112
1,3658,06-06-11,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,299
1,3659,06-06-11,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,438
1,3660,06-06-11,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,188
1,3661,06-06-11,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,95
1,3662,06-06-11,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,111
1,3663,06-06-11,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,153
1,3664,06-06-11,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0,180
1,3665,06-06-11,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,145
1,3666,06-06-11,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,165
1,3667,06-06-11,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,267
1,3668,06-06-11,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,579
1,3669,06-06-11,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,556
1,3670,06-06-11,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,407
1,3671,06-06-11,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,336
1,3672,06-06-11,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,189
1,3673,06-06-11,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,173
1,3674,06-06-11,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,60
1,3675,07-06-11,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,20
1,3676,07-06-11,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,4
1,3677,07-06-11,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,5
1,3678,07-06-11,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,2
1,3679,07-06-11,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,5
1,3680,07-06-11,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,32
1,3681,07-06-11,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,126
1,3682,07-06-11,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,334
1,3683,07-06-11,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,477
1,3684,07-06-11,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,217
1,3685,07-06-11,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,123
1,3686,07-06-11,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,151
1,3687,07-06-11,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,183
1,3688,07-06-11,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,196
1,3689,07-06-11,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,146
1,3690,07-06-11,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,183
1,3691,07-06-11,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,308
1,3692,07-06-11,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,539
1,3693,07-06-11,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,551
1,3694,07-06-11,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,424
1,3695,07-06-11,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,346
1,3696,07-06-11,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,218
1,3697,07-06-11,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,153
1,3698,07-06-11,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,90
1,3699,08-06-11,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,41
1,3700,08-06-11,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0,23
1,3701,08-06-11,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,7
1,3702,08-06-11,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,3
1,3703,08-06-11,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0,6
1,3704,08-06-11,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0,21
1,3705,08-06-11,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,116
1,3706,08-06-11,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,353
1,3707,08-06-11,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,481
1,3708,08-06-11,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,202
1,3709,08-06-11,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,90
1,3710,08-06-11,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,134
1,3711,08-06-11,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,149
1,3712,08-06-11,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0,136
1,3713,08-06-11,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,155
1,3714,08-06-11,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,128
1,3715,08-06-11,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,233
1,3716,08-06-11,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,506
1,3717,08-06-11,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,459
1,3718,08-06-11,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,384
1,3719,08-06-11,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,280
1,3720,08-06-11,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,202
1,3721,08-06-11,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,176
1,3722,08-06-11,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,116
1,3723,09-06-11,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,47
1,3724,09-06-11,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,16
1,3725,09-06-11,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,6
1,3726,09-06-11,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,2
1,3727,09-06-11,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,6
1,3728,09-06-11,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0,20
1,3729,09-06-11,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,118
1,3730,09-06-11,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,314
1,3731,09-06-11,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,432
1,3732,09-06-11,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0,168
1,3733,09-06-11,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,94
1,3734,09-06-11,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,118
1,3735,09-06-11,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,140
1,3736,09-06-11,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,136
1,3737,09-06-11,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,118
1,3738,09-06-11,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,104
1,3739,09-06-11,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,200
1,3740,09-06-11,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,409
1,3741,09-06-11,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,466
1,3742,09-06-11,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,326
1,3743,09-06-11,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,254
1,3744,09-06-11,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0,171
1,3745,09-06-11,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,153
1,3746,09-06-11,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,97
1,3747,10-06-11,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,69
1,3748,10-06-11,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,23
1,3749,10-06-11,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,13
1,3750,10-06-11,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,6
1,3751,10-06-11,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,4
1,3752,10-06-11,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,28
1,3753,10-06-11,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,104
1,3754,10-06-11,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,267
1,3755,10-06-11,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,452
1,3756,10-06-11,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0,213
1,3757,10-06-11,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0,111
1,3758,10-06-11,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0,153
1,3759,10-06-11,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,207
1,3760,10-06-11,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,189
1,3761,10-06-11,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0,165
1,3762,10-06-11,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,212
1,3763,10-06-11,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,285
1,3764,10-06-11,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,517
1,3765,10-06-11,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,463
1,3766,10-06-11,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,306
1,3767,10-06-11,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,250
1,3768,10-06-11,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,218
1,3769,10-06-11,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,185
1,3770,10-06-11,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,146
1,3771,11-06-11,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,117
1,3772,11-06-11,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,77
1,3773,11-06-11,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,60
1,3774,11-06-11,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,28
1,3775,11-06-11,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,13
1,3776,11-06-11,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,16
1,3777,11-06-11,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,40
1,3778,11-06-11,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,68
1,3779,11-06-11,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,143
1,3780,11-06-11,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,230
1,3781,11-06-11,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,264
1,3782,11-06-11,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,325
1,3783,11-06-11,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,347
1,3784,11-06-11,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,387
1,3785,11-06-11,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,380
1,3786,11-06-11,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,374
1,3787,11-06-11,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,394
1,3788,11-06-11,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,337
1,3789,11-06-11,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,286
1,3790,11-06-11,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,264
1,3791,11-06-11,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,275
1,3792,11-06-11,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,220
1,3793,11-06-11,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,190
1,3794,11-06-11,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,131
1,3795,12-06-11,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,119
1,3796,12-06-11,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,93
1,3797,12-06-11,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,66
1,3798,12-06-11,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,28
1,3799,12-06-11,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,14
1,3800,12-06-11,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,10
1,3801,12-06-11,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,14
1,3802,12-06-11,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,34
1,3803,12-06-11,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0,92
1,3804,12-06-11,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0,182
1,3805,12-06-11,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,311
1,3806,12-06-11,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,367
1,3807,12-06-11,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0,420
1,3808,12-06-11,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,373
1,3809,12-06-11,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,315
1,3810,12-06-11,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,360
1,3811,12-06-11,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,350
1,3812,12-06-11,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,252
1,3813,12-06-11,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,256
1,3814,12-06-11,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,223
1,3815,12-06-11,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,206
1,3816,12-06-11,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,140
1,3817,12-06-11,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,128
1,3818,12-06-11,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,107
1,3819,13-06-11,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,28
1,3820,13-06-11,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,16
1,3821,13-06-11,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,10
1,3822,13-06-11,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,7
1,3823,13-06-11,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,4
1,3824,13-06-11,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,29
1,3825,13-06-11,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,105
1,3826,13-06-11,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,328
1,3827,13-06-11,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,476
1,3828,13-06-11,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,224
1,3829,13-06-11,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,118
